International and Area Studies (IAS),C170/PORTUG C170,Portugal: Language and Culture,6 Units,International and Area Studies; Portuguese,Undergraduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,In10sive 6 week summer travel course. Language acquisition courses in the morning; history&#44; culture&#44; and language courses in the afternoon. ,This summer course provides the opportunity to begin and/or continue the study of Portuguese language and enhances awareness of Portuguese culture through direct contact with Portuguese educational and cultural institutions. Additionally&#44; it examines historical&#44; cultural&#44; economic and political links between Portugal&#44; Europe&#44; Africa&#44; Asia&#44; and the Americas&#44; particularly South America.
Information (INFO),39L,Freshman/Sophomore Seminar,2 - 3 Units,Information,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,Seminar format. ,Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.
Information (INFO),39M,Freshman/Sophomore Seminar,2 - 3 Units,Information,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,Seminar format. ,Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.
Information (INFO),39N,Freshman/Sophomore Seminar,2 - 3 Units,Information,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,Seminar format. ,Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester.
Industrial Engin and Oper Research (IND ENG),IND ENG 180,Senior Project,4 Units,Industrial Engin and Oper Research,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,1 hour of lecture&#44; 1 hour of consultation with faculty adviser&#44; and 6 hours of company visitation per week. ,131&#44; 160&#44; 161&#44; 162&#44; 165&#44; Engineering 120&#44; and three other Industrial Engineering and Operations Research electives.
Industrial Engin and Oper Research (IND ENG),IND ENG 190A,Advanced Topics in Industrial Engineering and Operations Research,1 - 4 Units,Industrial Engin and Oper Research,Undergraduate,Fall&#44; spring and summer,The grading option will be decided by the instructor when the class is offered.,1 to 4 hour of Seminar per week for 15 weeks.  1.5 to 6 hours of Seminar per week for 10 weeks.  1.5 to 7.5 hours of Seminar per week for 8 weeks. ,The 190 series cannot be used to fulfill any engineering requirement (engineering units&#44; courses&#44; technical electives&#44; or otherwise).
Industrial Engin and Oper Research (IND ENG),IND ENG 190B,Advanced Topics in Industrial Engineering and Operations Research: Entrepreneurial Marketing and Finance,1 - 4 Units,Industrial Engin and Oper Research,Undergraduate,Fall&#44; spring and summer,The grading option will be decided by the instructor when the class is offered.,1 to 4 hour of Seminar per week for 15 weeks.  1.5 to 6 hours of Seminar per week for 10 weeks.  1.5 to 7.5 hours of Seminar per week for 8 weeks. ,The 190 series cannot be used to fulfill any engineering requirement (engineering units&#44; courses&#44; technical electives&#44; or otherwise).
Industrial Engin and Oper Research (IND ENG),IND ENG 190C,Advanced Topics in Industrial Engineering and Operations Research,1 - 4 Units,Industrial Engin and Oper Research,Undergraduate,Fall&#44; spring and summer,The grading option will be decided by the instructor when the class is offered.,1 to 4 hour of Seminar per week for 15 weeks.  1.5 to 6 hours of Seminar per week for 10 weeks.  1.5 to 7.5 hours of Seminar per week for 8 weeks. ,The 190 series cannot be used to fulfill any engineering requirement (engineering units&#44; courses&#44; technical electives&#44; or otherwise).
History of Art (HISTART),39D,Freshman/Sophomore Seminar,1.5 - 4 Units,History of Art,Undergraduate,Fall and spring,The grading option will be decided by the instructor when the class is offered.,1 hour of seminar per week per unit. 1.5 hours of seminar per week per unit for 10 weeks. 2 hours of seminar per week per unit for 8 weeks. 2.5 hours of seminar per week per unit for 6 weeks. 3 hours of seminar per week per unit for 5 weeks. ,Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. Enrollment limits are set by faculty&#44; but the suggested limit is 25.
History of Art (HISTART),39E,Freshman/Sophomore Seminar,1.5 - 4 Units,History of Art,Undergraduate,Fall and spring,The grading option will be decided by the instructor when the class is offered.,1 hour of seminar per week per unit. 1.5 hours of seminar per week per unit for 10 weeks. 2 hours of seminar per week per unit for 8 weeks. 2.5 hours of seminar per week per unit for 6 weeks. 3 hours of seminar per week per unit for 5 weeks. ,Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. Enrollment limits are set by faculty&#44; but the suggested limit is 25.
History of Art (HISTART),39F,Freshman/Sophomore Seminar,1.5 - 4 Units,History of Art,Undergraduate,Fall and spring,The grading option will be decided by the instructor when the class is offered.,1 hour of seminar per week per unit. 1.5 hours of seminar per week per unit for 10 weeks. 2 hours of seminar per week per unit for 8 weeks. 2.5 hours of seminar per week per unit for 6 weeks. 3 hours of seminar per week per unit for 5 weeks. ,Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. Enrollment limits are set by faculty&#44; but the suggested limit is 25.
Hebrew (HEBREW),106A,Elementary Biblical Hebrew,3 Units,Hebrew,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,3 hours of Lecture per week for 15 weeks. ,An introduction to the language of the Hebrew Bible.
Hebrew (HEBREW),106B,Elementary Biblical Hebrew,3 Units,Hebrew,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,3 hours of Lecture per week for 15 weeks. ,An introduction to the language of the Hebrew Bible.
Hebrew (HEBREW),N106,Elementary Biblical Hebrew,6 Units,Hebrew,Undergraduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,15 hours of Lecture per week for 6 weeks. ,An introduction to the language of the Hebrew bible.
Health and Medical Sciences (HMEDSCI),200F,Contextual Integrated Case-Based Curriculum,7 Units,Health and Medical Sciences,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,10.5 hours of Seminar per week for 15 weeks. ,Graduate standing in Health and Medical Science Joint Medical Program.
Health and Medical Sciences (HMEDSCI),201,Systemic and Regional Human Anatomy and Development,8 Units,Health and Medical Sciences,Graduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,11 hours of Lecture and  11 hours of Laboratory per week for 8 weeks. ,Consent of instructor.
Health and Medical Sciences (HMEDSCI),202A,Clinical Skills 1,2 Units,Health and Medical Sciences,Graduate,Fall and spring,Offered for satisfactory/unsatisfactory grade only. ,2 hours of Seminar per week for 15 weeks. ,Graduate standing in Health and Medical Sciences Joint Medical Program.
Group in Buddhist Studies (BUDDSTD),154,Death&#44; Dreams&#44; and Visions in Tibetan Buddhism,4 Units,Group in Buddhist Studies,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks.  8 hours of Lecture per week for 6 weeks. ,Tibetan Buddhists view the moment of death as a rare opportunity for transformation. This course examines how Tibetans have used death and dying in the path to enlightment. Readings will address how Tibetan funerary rituals work to assist the dying toward this end&#44; and how. Buddhist practioners prepare for this crucial moment through tantric meditation&#44; imaginative rehearsals&#44; and explorations of the dream state.
Group in Buddhist Studies (BUDDSTD),C154/S ASIAN C154/TIBETAN C154,Death&#44; Dreams&#44; and Visions in Tibetan Buddhism,4 Units,Buddhist Studies; Group in Buddhist Studies; South Asian; Tibetan,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Tibetan Buddhists view the moment of death as a rare opportunity for transformation. This course examines how Tibetans have used death and dying in the path to enlightenment. Readings will address how Tibetan funerary rituals work to assist the dying toward this end&#44; and how Buddhist practitioners prepare for this crucial moment through tantric meditation&#44; imaginative rehearsals&#44; and explorations of the dream state.
Group in Buddhist Studies (BUDDSTD),C174/JAPAN C174,Japanese Buddhism in Diaspora,4 Units,Buddhist Studies; Group in Buddhist Studies; Japanese,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,This course focuses on Japanese Buddhism during the late 19th and early 20th centuries in its encounter with modernity&#44; colonialism&#44; and immigration history. Looking at the Japanese diaspora around the Pacific Rim&#44; we will begin with Japanese Buddhism's relationship with the Meiji state&#44; State Shinto&#44; Christianity&#44; and the West. Regions covered include Manchuria&#44; Korea&#44; Hawaii&#44; the U.S.&#44; Canada&#44; and Brazil.
Group in Buddhist Studies (BUDDSTD),190,Topics in the Study of Buddhism,4 Units,Group in Buddhist Studies,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks.  8 hours of Lecture per week for 6 weeks. ,Some prior study of Buddhism or Asian culture is recommended.
Integrative Biology (INTEGBI),C96/MCELLBI C96/PLANTBI C96,Studying the Biological Sciences,1 Unit,Integrative Biology; Molecular and Cell Biology; Plant and Microbial Biology,Undergraduate,Fall and spring,Offered for pass/not pass grade only. ,2 hours of Lecture per week for 15 weeks. ,Consent of instructor.
Integrative Biology (INTEGBI),98,Directed Group Study,1 - 4 Units,Integrative Biology,Undergraduate,Fall&#44; spring and summer,Offered for pass/not pass grade only. ,1 hour of group study per unit per week. ,Freshmen and sophomores only.
Integrative Biology (INTEGBI),99,Supervised Independent Study and Research,1 - 3 Units,Integrative Biology,Undergraduate,Fall&#44; spring and summer,Offered for pass/not pass grade only. ,Zero hours of Independent study per week for 15 weeks.  1 to 3 hour of Independent study per week for 8 weeks.  1 to 3 hour of Independent study per week for 6 weeks. ,GPA of 3.4 or greater.
Integrative Biology (INTEGBI),100B,Principles of Biodiversity,3 Units,Integrative Biology,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of lecture and 1 hour of discussion per week&#44; plus some assigned open computer laboratories. ,Biology 1B.
Greek (GREEK),115,Archaic Poetry,4 Units,Greek,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Greek 101 or 102.
Greek (GREEK),116,Greek Drama,4 Units,Greek,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Greek 101 or 102.
Greek (GREEK),117,Hellenistic Poets,4 Units,Greek,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,Greek 101 or 102.
History (HISTORY),6B,Introduction to Chinese History from the Mongols to Mao,4 Units,History,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  2 hours of Discussion per week for 15 weeks.  6 hours of Lecture and  2 hours of Discussion per week for 8 weeks.  8 hours of Lecture and  2 hours of Discussion per week for 6 weeks. ,This is an introduction to Chinese history from the 13th through the 20th centuries -- from the Mongols and Khubilai Khan's conquest of southern China to the amazing turnaround following the death of Mao Zedong in 1976 and the opening of the era of reform that has led to China's emergence as a major economic and strategic power today. The course assumes no prior knowledge of Chinese history.
History (HISTORY),7A,Introduction to the History of the United States: The United States from Settlement to Civil War,4 Units,History,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  2 hours of Seminar per week for 15 weeks. ,This course is an introduction to the history of the United States from the beginning of the European colonization of North America to the end of the Civil War. It is also an introduction to the ways historians look at the past and think about evidence. There are two main themes: one is to understand the origin of the "groups" we call European-Americans&#44; Native-Americans&#44; and African-Americans; the second&#44; is to understand how democratic political institutions emerged in the United States in this period in the context of an economy that depended on slave labor and violent land acquisition.
History (HISTORY),7B,Introduction to the History of the United States: The United States from Civil War to Present,4 Units,History,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  2 hours of Discussion per week for 15 weeks.  3.5 to 5.5 hours of Lecture and  3.5 hours of Discussion per week for 8 weeks.  7.5 hours of Lecture and  5 hours of Discussion per week for 6 weeks. ,What does it mean to be American? Whatever your answer is to this question&#44; chances are it is deeply connected to the themes and events we will discuss in this class. Here we will track America's rise to global power&#44; the fate of freedom in a post-Emancipation political setting&#44; and the changing boundaries of nation&#44; citizenship&#44; and community. We will use landmark events to sharpen our themes&#44; but we will also take care to analyze the equally important (and shifting) patterns of where and how Americans lived&#44; worked&#44; and played.
History (HISTORY),8A,Latin American History: Becoming Latin America&#44; 1492 to 1824,4 Units,History,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,Forty-5 hours of lecture and 30 hours of discussion per term. ,This course covers the history of Latin America from the time of Columbus to around 1870. It thus reckons with almost four centuries of encounter&#44; colonization&#44; accommodation&#44; and struggle that frame the ways that Latin America was becoming Latin American. Lectures and a mix of secondary and primary source readings and images produced during the colonial period serve as points of entry for discussion in section meetings.
German (GERMAN),R5B,Reading and Composition,4 Units,German,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,3 hours of Lecture per week for 15 weeks.  6 hours of Lecture per week for 8 weeks.  7.5 hours of Lecture per week for 6 weeks. ,UC Entry Level Writing Requirement or UC Analytical Writing Placement Exam for 5A. Any A-level course for 5B.
German (GERMAN),10B,Elementary German Intensive Workshop in Berlin,8 Units,German,Undergraduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,20 hours of class meetings and excursions per week for 6 weeks. 20 hours of class meetings and excursions per week for 6 weeks. ,This workshop combines the exhilaration of total immersion in a foreign language with a living experience in Germany's capital of Berlin&#44; offering unique opportunities for students to learn about and absorb German language&#44; history&#44; culture&#44; and a world perspective. Carrying 8 units&#44; this intensive course is designed to give students the opportunity to complete the first year while being sensitized to the relationship between language and culture. Guided excursions and housing arrangements with families in Berlin will complement formal language instruction.
German (GERMAN),24,Freshman Seminar,1 Unit,German,Undergraduate,Fall and spring,The grading option will be decided by the instructor when the class is offered.,1 hour of Seminar per week for 15 weeks. ,The Freshman Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small seminar setting. Freshman seminars are offered in all campus departments&#44; and topics may vary from department to department and semester to semester. Enrollment limited to 15 freshmen.
Geography (GEOG),31,Justice&#44; Nature&#44; and the Geographies of Identity,4 Units,Geography,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  1 hour of Discussion per week for 15 weeks. ,The intersection of nature&#44; identity&#44; and politics pepper the pages of newspapers almost every day from stories of toxic waste sites&#44; crime&#44; genetic engineering to indigenous struggles&#44; and terrorist tendencies. In all these and many other cases&#44; ideas of race&#44; class&#44; and gender intersect with ideas of nature and geography in often tenacious and troubling ways. Our approach will be to understand these traditional ideas of environmental justice as well as to examine less traditional sites of environmental justice such as the laboratory&#44; the war zone&#44; the urban mall&#44; and the courtroom.
Geography (GEOG),C32/DEV STD C10,Introduction to Development,4 Units,Geography; Development Studies,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,7.5 hours of lecture per week for 8 weeks. 10 hours of lecture per week for 6 weeks. ,This course is designed as an introduction to comparative development. The course will be a general service course&#44; as well as a prerequisite for the upper division 100 series. It is assumed that students enrolled in 10 know little about life in the Third World countries and are unfamiliar with the relevant theory in political economy of development and underdevelopment. The course will be structured around three critical concepts: land&#44; labor&#44; and work.
Geography (GEOG),35,Global Ecology and Development,4 Units,Geography,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  1 hour of Discussion per week for 15 weeks.  6 hours of Lecture and  1.5 hours of Discussion per week for 8 weeks.  8 hours of Lecture and  2 hours of Discussion per week for 6 weeks. ,Problems of Third World poverty and development have come to be seen as inseparable from environmental health and sustainability. The course explores the global and interconnected character of environment and development in the less developed world. Drawing on case studies of the environmental problems of the newly industrializing states&#44; food problems&#44; and environmental security in Africa&#44; and the global consequences of tropical deforestation in Amazonia and carbon dioxide emissions in China&#44; this course explores how growth and stagnation are linked to problems of environmental sustainability.
Geography (GEOG),37,The Politics of Science and Technology,4 Units,Geography,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  1 hour of Discussion per week for 15 weeks. ,This course examines how shifting understandings of science and technology have radically remade some of our most basic social and biological categories and concepts. The course explores the field of science and technology studies. In particular&#44; students will explore formations and understandings of truth&#44; objectivity&#44; universality of science and technology&#44; and the consequences of these cultural formations in contemporary debates around the world.
Gender and Women's Studies (GWS),20,Introduction to Feminist Theory,4 Units,Gender and Women's Studies,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,4 hours of lecture/discussion per week. ,Why study theory? How&#44; and from where&#44; does the desire to theorize gender emerge? What does theory do? What forms does theory take? What is the relationship between theory and social movements? This course will introduce students to one of the most exciting and dynamic areas of contemporary inquiry.
Gender and Women's Studies (GWS),24,Freshman Seminars,1 Unit,Gender and Women's Studies,Undergraduate,Fall and spring,The grading option will be decided by the instructor when the class is offered.,1 hour of seminar per week. 1.5 hours of seminar per week for 10 weeks. 2 hours of seminar per week for 8 weeks. ,The Freshman and Sophomore Seminars program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small-seminar setting. Freshman seminars are offered in all campus departments&#44; and topics vary from department to department and semester to semester. Enrollment limited to fifteen freshmen.
Gender and Women's Studies (GWS),40,Special Topics,3 Units,Gender and Women's Studies,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks. ,The findings of feminist scholarship as they apply to a particular problem&#44; field&#44; or existing discipline. Designed primarily for lower division students and non-majors. Topics vary from semester to semester. Students should consult the Women's Studies announcement of courses for specific semester topics.
Gender and Women's Studies (GWS),50AC,Gender in American Culture,3 Units,Gender and Women's Studies,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks.  7.5 hours of Lecture per week for 6 weeks. ,A multi-disciplinary course designed to provide students with an opportunity to work with faculty investigating the topic gender in American culture.
Filipino (FILIPN),100B,Intermediate Filipino,5 Units,Filipino,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,5 hours of Lecture per week for 15 weeks. ,1A-1B.
Filipino (FILIPN),101A,Advanced Filipino,3 Units,Filipino,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,3 hours of lecture/discussion per week. ,100A-100B or equivalent&#44; or consent of instructor.
Filipino (FILIPN),101B,Advanced Filipino,3 Units,Filipino,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,3 hours of lecture/discussion per week. ,100A-100B&#44; or equivalent&#44; or consent of instructor.
Executive Masters in Bus. Adm. (XMBA),200S,Data and Decisions,2 Units,Executive Masters in Bus. Adm.,Graduate,Fall&#44; spring and summer,The grading option will be decided by the instructor when the class is offered.,3 hours of lecture per week for 10 weeks. 15 hours of lecture per week for 3 weeks. ,The objective of this core course is to make students critical consumers of statistical analysis using available software packages. Key concepts include interpretation of regression analysis&#44; model formation and testing&#44; and diagnostic checking.
Executive Masters in Bus. Adm. (XMBA),201A,Managerial Economics,2 Units,Executive Masters in Bus. Adm.,Graduate,Fall&#44; spring and summer,The grading option will be decided by the instructor when the class is offered.,4.5 hours of Lecture per week for 10 weeks.  3 hours of Lecture per week for 3 weeks. ,This course uses the tools and concepts of microeconomics to analyze decision problems within a business firm. Particular emphasis is placed on the firm's choice of policies in determining prices&#44; inputs usage&#44; and outputs. The effects of the state of the competitive environment on business policies are also examined.
Executive Masters in Bus. Adm. (XMBA),201B,Global Economic Environment,2 Units,Executive Masters in Bus. Adm.,Graduate,Summer,The grading option will be decided by the instructor when the class is offered.,10 hours of Lecture and  10 hours of Lecture per week for 3 weeks. ,This core course addresses the determination of economic concepts and financial practices at work in the global economic environment. Topics include long-run productivity and growth&#44; short-run economic fluctuations in both closed and open economies&#44; exchange rates and the balance of payments&#44; the natural rate of unemployment&#44; and the causes and consequences of inflation. The instructor will draw examples from a number of countries and a variety of economies to illustrate theoretical concepts.
French (FRENCH),R1A,English Composition in Connection with the Reading of Literature,4 Units,French,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks.  5.5 hours of Lecture per week for 8 weeks.  7.5 hours of Lecture per week for 6 weeks. ,This course is designed to fulfill the first half of the Reading and Composition requirement. The primary goal of this course is to develop students' reading and writing skills through a series of assignments that will provide them with the opportunity to formulate observations made in class discussions into coherent argumentative essays. Emphasis will be placed on the refinement of effective sentence&#44; paragraph&#44; and thesis formation&#44; keeping in mind the notion of writing as a process. Other goals in this course are a familiarization with French literature and the specific questions that are relevant to this field. In addition&#44; students will be introduced to different methods of literary and linguistic analysis in their nonliterary readings.
French (FRENCH),R1B,English Composition in Connection with the Reading of Literature,4 Units,French,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture per week for 15 weeks.  6 hours of Lecture per week for 8 weeks.  8 hours of Lecture per week for 6 weeks. ,This course is designed to fulfill the second half of the Reading and Composition requirement. The primary goal of this course is to develop students' reading and writing skills through a series of assignments that will provide them with the opportunity to formulate observations made in class discussions into coherent argumentative essays. Emphasis will be placed on the refinement of effective sentence&#44; paragraph&#44; and thesis formation&#44; keeping in mind the notion of writing as a process. Other goals in this course are a familiarization with French literature and the specific questions that are relevant to this field. In addition&#44; students will be introduced to different methods of literary and linguistic analysis in their nonliterary readings.
French (FRENCH),2,Elementary French,5 Units,French,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,5 hours of Lecture and  1 hour of Laboratory per week for 15 weeks.  10 hours of Lecture and  2 hours of Laboratory per week for 8 weeks. ,1 or equivalent.
Film and Media (FILM),R1B,The Craft of Writing - Film Focus,4 Units,Film and Media,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of lecture/discussion per week&#44; plus individual conferences. 7.5 hours of lecture/discussion per week&#44; plus individual conferences. ,Intensive argumentative writing stimulated through selected readings&#44; films&#44; and class discussion. Satisfies the second half of the Reading and Composition requirement.
Film and Media (FILM),25A,The History of Film,4 Units,Film and Media,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  3 to 4 hours of Laboratory per week for 15 weeks.  6 hours of Lecture and  3 hours of Discussion per week for 8 weeks.  7.5 hours of Lecture and  3 hours of Discussion per week for 6 weeks. ,From the beginnings through the conversion to sound. In addition to the development of the silent film&#44; the course will conclude with an examination of the technology of sound conversion and examples of early sound experiments.
Film and Media (FILM),25B,The History of Film,4 Units,Film and Media,Undergraduate,Fall&#44; spring and summer,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Lecture and  3 to 4 hours of Laboratory per week for 15 weeks.  6 hours of Lecture and  3 hours of Discussion per week for 8 weeks.  7.5 hours of Lecture and  3 hours of Discussion per week for 6 weeks. ,25A or equivalent.
Film and Media (FILM),26,Moving Image Media,4 Units,Film and Media,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,2 hours of Lecture and  2 to 4 hours of Laboratory per week for 15 weeks. ,25A.
Eurasian Studies (EURA ST),EURA ST 89,Intensive Elementary Armenian,8 Units,Eurasian Studies,Undergraduate,Summer,Letter grade. Qualified students may select to take this course pass/not pass. ,20 hours of Lecture per week for 8 weeks. ,This course provides the equivalent of two semesters of elementary Armenian. The course combines attention to grammar&#44; everyday communication&#44; and reading of simple texts in Armenian. Class is organized into lectures&#44; drills&#44; conversation groups&#44; and reading exercises.
Eurasian Studies (EURA ST),EURA ST 101A,Continuing Armenian,3 Units,Eurasian Studies,Undergraduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. This is part one of a year long series course. A provisional grade of IP (in progress) will be applied and later replaced with the final grade after completing part two of the series.,3 hours of Lecture per week for 15 weeks. ,1A-1B or consent of instructor.
Ethnic Studies Graduate Group (ETH GRP),ETH GRP 202,Cultural Texts: Contemporary Theories and Methods,4 Units,Ethnic Studies Graduate Group,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Seminar per week for 15 weeks. ,The course examines critical theories and methods in the production of cultural knowledge in the humanities. Special attention is given to transdisciplinary articulation with theories and methods in the social sciences.
Ethnic Studies Graduate Group (ETH GRP),ETH GRP 203,Social Structures: Contemporary Theories and Methods,4 Units,Ethnic Studies Graduate Group,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,3 hours of Seminar per week for 15 weeks. ,The course examines critical theories and methods in the production of knowledge relevant to social&#44; political&#44; economic&#44; and institutional structures. Special attention is given to transdisciplinary articulation with theories and methods in the humanities.
Ethnic Studies Graduate Group (ETH GRP),ETH GRP 230,Series in Transdisciplinary Comparative Theories and Methods,4 Units,Ethnic Studies Graduate Group,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,4 hours of Seminar per week for 15 weeks. ,Research seminar focus is on critical history and practices across disciplines.
Theater&#44; Dance&#44; and Performance St (THEATER),200A,Introductory Colloquium on Interdisciplinary Research in Performance,2 Units,Theater&#44; Dance&#44; and Performance St,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,2 hours of Colloquium per week for 15 weeks. ,This course is designed to introduce graduate students to the research resources of the University&#44; to the methodologies and research interests of the faculty affiliated with the Ph.D. program&#44; to the demands of a professional academic career&#44; and to trends and developments in theater&#44; dance&#44; and performance studies.
Theater&#44; Dance&#44; and Performance St (THEATER),200B,Research Colloquium,2 Units,Theater&#44; Dance&#44; and Performance St,Graduate,Fall and spring,Letter grade. Qualified students may select to take this course pass/not pass. ,2 hours of Colloquium per week for 15 weeks. ,This course is designed to provide an opportunity for graduate students to work with one another to advance their individual research projects and present their ongoing work.
Slavic Languages and Literatures (SLAVIC),299,Directed Research,2 - 12 Units,Slavic Languages and Literatures,Graduate,Fall&#44; spring and summer,Offered for satisfactory/unsatisfactory grade only. ,Individual conferences. ,Normally reserved for students directly engaged upon the doctoral dissertation.
Slavic Languages and Literatures (SLAVIC),301,Issues in Slavic Pedagogy,3 Units,Slavic Languages and Literatures,Professional course for teachers or prospective teachers,Fall and spring,Offered for satisfactory/unsatisfactory grade only. ,Independent study hours to be arranged. ,Graduate status in the Department of Slavic Languages and Literatures.
Slavic Languages and Literatures (SLAVIC),310,Internship in the Teaching of Literature/Linguistics,1 - 2 Units,Slavic Languages and Literatures,Professional course for teachers or prospective teachers,Fall and spring,Offered for satisfactory/unsatisfactory grade only. ,1 2-hour conference per week. ,Consent of instructor.
Slavic Languages and Literatures (SLAVIC),375A,Teaching Methods for Slavic Languages,3 Units,Slavic Languages and Literatures,Professional course for teachers or prospective teachers,Fall and spring,Offered for satisfactory/unsatisfactory grade only. ,Group and individual conferences. ,Graduate student standing and teaching appointment in the Department of Slavic Languages and Literatures.
